LP DATA SYSTEM SID HUMAN
en-zh newstest2017 SogouKnowing-nmt.5131 1183 -0.640646125681204
en-zh newstest2017 online-A.0 1184 -0.496024255924237
en-zh newstest2017 online-F.0 1193 -0.248562179409155
en-zh newstest2017 online-A.0 1232 -0.473750111395526
en-zh newstest2017 online-A.0 1235 -0.133550613520267
en-zh newstest2017 jhu-nmt.5153 1308 0.149282550811689
en-zh newstest2017 SogouKnowing-nmt.5131 1320 -0.744359282040553
en-zh newstest2017 online-B.0 1332 0.581482476549967
en-zh newstest2017 online-B.0 1378 0.560901874941168
en-zh newstest2017 online-G.0 1391 -0.286903062985635
en-zh newstest2017 online-B.0 1395 0.587302506836797
en-zh newstest2017 online-B.0 1416 -0.629767868317173
en-zh newstest2017 SogouKnowing-nmt.5131 1418 -0.381345487817197
en-zh newstest2017 online-G.0 1420 -0.212056499549733
en-zh newstest2017 UU-HNMT.5134 1424 -0.628835188621074
en-zh newstest2017 online-B.0 1447 -0.194846275607866
en-zh newstest2017 online-A.0 1455 -0.476889036981057
en-zh newstest2017 Oregon-State-University-S.5174 1466 -0.214941017946909
en-zh newstest2017 UU-HNMT.5134 1468 -1.24052123427575
en-zh newstest2017 UU-HNMT.5134 1531 -0.782321419890932
en-zh newstest2017 Oregon-State-University-S.5174 1547 0.49287335104488
en-zh newstest2017 Oregon-State-University-S.5174 1600 0.0936081924297488
en-zh newstest2017 online-B.0 1601 1.05566927070276
en-zh newstest2017 UU-HNMT.5134 1662 -0.676721837451016
en-zh newstest2017 CASICT-cons.5157 1663 -0.252228436051225
en-zh newstest2017 Oregon-State-University-S.5174 1683 -0.89888330425751
en-zh newstest2017 online-B.0 1726 0.185691897848512
en-zh newstest2017 uedin-nmt.5111 1783 0.399362907378704
en-zh newstest2017 online-B.0 1800 0.33044732177328
en-zh newstest2017 uedin-nmt.5111 1804 0.446219800967128
en-zh newstest2017 online-A.0 1840 -0.187218120739055
en-zh newstest2017 online-G.0 1897 -0.601939706964565
en-zh newstest2017 SogouKnowing-nmt.5131 1919 0.303542363269048
en-zh newstest2017 UU-HNMT.5134 1927 -0.652744172184676
en-zh newstest2017 uedin-nmt.5111 29 -0.726419342133469
en-zh newstest2017 xmunmt.5165+online-B.0+online-F.0 60 0.733068668603553
en-zh newstest2017 xmunmt.5165 102 -0.926874100343544
en-zh newstest2017 online-B.0+CASICT-cons.5157 133 0.739466654346365
en-zh newstest2017 CASICT-cons.5157 143 -0.168722953122174
en-zh newstest2017 Oregon-State-University-S.5174 144 0.0541690096295682
en-zh newstest2017 UU-HNMT.5134 147 0.0174967184283492
en-zh newstest2017 jhu-nmt.5153 173 0.166696126071068
en-zh newstest2017 jhu-nmt.5153 234 0.49131399728908
en-zh newstest2017 UU-HNMT.5134 276 -0.511405044902591
en-zh newstest2017 online-B.0 279 -0.746091990749241
en-zh newstest2017 uedin-nmt.5111 287 -0.499401328510367
en-zh newstest2017 uedin-nmt.5111 314 0.21666344271325
en-zh newstest2017 online-B.0 343 -1.26603748608732
en-zh newstest2017 online-G.0 356 -0.948160029594761
en-zh newstest2017 online-B.0 372 -0.4405914801517
en-zh newstest2017 uedin-nmt.5111 470 -0.148083249797924
en-zh newstest2017 CASICT-cons.5157 492 0.55627499015413
en-zh newstest2017 online-G.0 512 -0.309611083615899
en-zh newstest2017 xmunmt.5165 552 0.376726144340779
en-zh newstest2017 jhu-nmt.5153 571 0.119023578500449
en-zh newstest2017 UU-HNMT.5134 605 0.231326906980035
en-zh newstest2017 UU-HNMT.5134 608 -0.693067705572001
en-zh newstest2017 CASICT-cons.5157 667 0.0880358667199814
en-zh newstest2017 online-B.0 708 0.726125224731424
en-zh newstest2017 online-B.0 852 0.176601004216881
en-zh newstest2017 online-F.0 862 0.213101499307718
en-zh newstest2017 SogouKnowing-nmt.5131 896 0.33300514703681
en-zh newstest2017 UU-HNMT.5134 931 -0.708503812035532
en-zh newstest2017 SogouKnowing-nmt.5131 978 -0.0241156835803941
en-zh newstest2017 online-A.0 1010 -0.342934669920806
en-zh newstest2017 UU-HNMT.5134 1037 -0.719569906442169
en-zh newstest2017 online-G.0 1041 -0.138651499736481
en-zh newstest2017 uedin-nmt.5111 1058 0.702335601528462
en-zh newstest2017 online-G.0 1118 0.942656101811151
en-zh newstest2017 jhu-nmt.5153 1156 -0.386536656670852
en-zh newstest2017 jhu-nmt.5153 1176 0.511265947938856
en-zh newstest2017 Oregon-State-University-S.5174 1178 0.250262326852979
en-zh newstest2017 CASICT-cons.5157 1181 -0.215775606208155
en-zh newstest2017 online-B.0 1214 0.474748207827049
en-zh newstest2017 online-A.0 1215 -0.239836477714548
en-zh newstest2017 CASICT-cons.5157 1228 0.00515153963374609
en-zh newstest2017 uedin-nmt.5111 1247 -1.05120401699473
en-zh newstest2017 online-F.0 1259 -0.0859663035641062
en-zh newstest2017 online-A.0 1352 -0.732928502287256
en-zh newstest2017 online-F.0 1364 -0.79422714930864
en-zh newstest2017 CASICT-cons.5157 1385 0.146158238740412
en-zh newstest2017 UU-HNMT.5134 1385 -0.62028014444467
en-zh newstest2017 SogouKnowing-nmt.5131 1400 -0.0530118139176856
en-zh newstest2017 Oregon-State-University-S.5174 1408 -0.110906174319844
en-zh newstest2017 Oregon-State-University-S.5174 1424 -0.769769533004739
en-zh newstest2017 online-G.0 1429 -0.927704624033688
en-zh newstest2017 SogouKnowing-nmt.5131 1437 -0.82181369398407
en-zh newstest2017 CASICT-cons.5157 1444 -0.216431290100874
en-zh newstest2017 xmunmt.5165 1458 -0.528968680811577
en-zh newstest2017 online-A.0 1476 -0.28859197333339
en-zh newstest2017 online-A.0 1552 0.658461592847905
en-zh newstest2017 online-F.0 1578 -0.0418987154978051
en-zh newstest2017 online-G.0 1581 -0.156681059550325
en-zh newstest2017 Oregon-State-University-S.5174 1589 0.569643080464579
en-zh newstest2017 xmunmt.5165 1623 0.0159271692209207
en-zh newstest2017 Oregon-State-University-S.5174 1680 -1.43012182277786
en-zh newstest2017 online-A.0 1759 0.209182878222368
en-zh newstest2017 online-G.0 1765 0.0850676528078515
en-zh newstest2017 CASICT-cons.5157 1798 0.220044411289561
en-zh newstest2017 online-B.0 1824 0.297019960751344
en-zh newstest2017 online-F.0 1903 -0.559206505132111
en-zh newstest2017 UU-HNMT.5134 1926 -0.813910057777521
en-zh newstest2017 uedin-nmt.5111 1952 0.348248843834138
en-zh newstest2017 Oregon-State-University-S.5174 1980 -0.753565709943098
cs-en newstest2017 online-A.0 33 0.492422827189935
cs-en newstest2017 online-A.0 85 -0.42078527790203
cs-en newstest2017 PJATK.4760 235 0.283103294618066
cs-en newstest2017 online-B.0 270 0.0338847296793645
cs-en newstest2017 uedin-nmt.4955 328 0.706167062882579
cs-en newstest2017 PJATK.4760 398 -0.148228749460678
cs-en newstest2017 online-A.0 404 0.339873195114732
cs-en newstest2017 online-A.0 423 0.711750433464715
cs-en newstest2017 online-A.0 446 0.493798420050075
cs-en newstest2017 online-B.0 478 -1.51937061461754
cs-en newstest2017 uedin-nmt.4955 564 0.709967554238319
cs-en newstest2017 online-B.0 591 0.172846700905658
cs-en newstest2017 PJATK.4760 604 -0.210069924092489
cs-en newstest2017 uedin-nmt.4955 666 0.583119580626398
cs-en newstest2017 uedin-nmt.4955 683 0.671999492809142
cs-en newstest2017 online-B.0 699 -0.0381980460494597
cs-en newstest2017 online-A.0 713 0.612990428997287
cs-en newstest2017 uedin-nmt.4955 786 0.573391232699074
cs-en newstest2017 uedin-nmt.4955 827 -0.0231994303630942
cs-en newstest2017 online-A.0 850 -0.267578847964702
cs-en newstest2017 PJATK.4760 884 -0.445356882302181
cs-en newstest2017 uedin-nmt.4955 889 0.305748852863065
cs-en newstest2017 online-A.0 1032 -0.364279937037188
cs-en newstest2017 uedin-nmt.4955 1034 0.624220201417231
cs-en newstest2017 uedin-nmt.4955 1266 0.102988076772525
cs-en newstest2017 online-A.0 1317 0.519017325681175
cs-en newstest2017 online-A.0 1361 0.512586879188414
cs-en newstest2017 uedin-nmt.4955 1365 0.525888916769246
cs-en newstest2017 PJATK.4760 1369 -0.986515158463517
cs-en newstest2017 uedin-nmt.4955 1411 0.981364449929725
cs-en newstest2017 PJATK.4760 1464 -1.18118291604729
cs-en newstest2017 online-A.0 1488 -0.434178839531956
cs-en newstest2017 online-A.0 1591 -1.80539054875049
cs-en newstest2017 uedin-nmt.4955 1611 0.580914021528545
cs-en newstest2017 PJATK.4760 1623 -0.0709506296592477
cs-en newstest2017 PJATK.4760 1631 0.505135007779729
cs-en newstest2017 PJATK.4760 1756 -0.663327010336874
cs-en newstest2017 online-A.0 1776 -0.103139955210981
cs-en newstest2017 uedin-nmt.4955 1882 0.80482461522722
cs-en newstest2017 PJATK.4760 1973 -1.63477040699281
cs-en newstest2017 uedin-nmt.4955 1975 -0.358009306894936
cs-en newstest2017 uedin-nmt.4955 1983 -0.498267658432289
cs-en newstest2017 online-B.0 2000 0.319149517145891
cs-en newstest2017 PJATK.4760 2011 -0.347082631620518
cs-en newstest2017 PJATK.4760 2058 -0.937792008839888
cs-en newstest2017 online-A.0 2076 0.0285975183766328
cs-en newstest2017 online-A.0 2149 0.557331377720256
cs-en newstest2017 PJATK.4760 2188 -0.0984903456224159
cs-en newstest2017 online-A.0 2201 0.0192607489219151
cs-en newstest2017 PJATK.4760 2214 0.0205038739078086
cs-en newstest2017 online-A.0 2226 0.0603662120486102
cs-en newstest2017 online-A.0 2243 0.249018006489113
cs-en newstest2017 PJATK.4760 2269 -1.15936631723225
cs-en newstest2017 uedin-nmt.4955+PJATK.4760 2282 0.556430647795773
cs-en newstest2017 PJATK.4760 2369 -0.224828223649863
cs-en newstest2017 uedin-nmt.4955 2390 0.781987148693684
cs-en newstest2017 uedin-nmt.4955 2395 -0.535369697270321
cs-en newstest2017 PJATK.4760 2502 0.177098797041877
cs-en newstest2017 online-B.0 2524 0.401691416164931
cs-en newstest2017 online-B.0 2543 -0.181799772500553
cs-en newstest2017 online-A.0 2579 0.712215583206488
cs-en newstest2017 PJATK.4760 2629 -0.630382891427626
cs-en newstest2017 online-A.0 2695 -0.499009359527223
cs-en newstest2017 uedin-nmt.4955 2736 0.344054989402932
cs-en newstest2017 uedin-nmt.4955 2745 0.535225536510233
cs-en newstest2017 PJATK.4760 2769 0.287526726683007
cs-en newstest2017 PJATK.4760 2786 -0.506074774873143
cs-en newstest2017 online-B.0 2833 0.386416954555494
cs-en newstest2017 online-A.0 2949 0.425581744453104
cs-en newstest2017 online-B.0 2989 -0.131594179755649
cs-en newstest2017 uedin-nmt.4955 10 -0.0325871714334492
cs-en newstest2017 online-B.0 14 0.627256916939993
cs-en newstest2017 online-B.0 36 0.4371990538369
cs-en newstest2017 online-B.0 61 0.440958631110206
cs-en newstest2017 uedin-nmt.4955 74 -0.46614411611114
cs-en newstest2017 uedin-nmt.4955 75 0.395776221389161
cs-en newstest2017 uedin-nmt.4955 112 -0.183687040364227
cs-en newstest2017 online-A.0 178 0.488569279554975
cs-en newstest2017 PJATK.4760 201 0.361767783927944
cs-en newstest2017 online-A.0 303 0.430299848763843
cs-en newstest2017 online-B.0 315 0.724369713338828
cs-en newstest2017 uedin-nmt.4955 376 -0.385959371002504
cs-en newstest2017 online-B.0 513 0.568545636384968
cs-en newstest2017 online-B.0 522 -0.6463481801484
cs-en newstest2017 online-A.0 578 0.148475533731608
cs-en newstest2017 online-A.0 638 1.03164580904624
cs-en newstest2017 uedin-nmt.4955 645 0.764481124937115
cs-en newstest2017 uedin-nmt.4955 653 0.109372864036178
cs-en newstest2017 uedin-nmt.4955 703 0.0596224183574125
cs-en newstest2017 online-A.0 721 -0.667076819281778
cs-en newstest2017 PJATK.4760 760 -0.019055563084919
cs-en newstest2017 uedin-nmt.4955 766 0.349988621184095
cs-en newstest2017 online-A.0 808 0.472704019349583
cs-en newstest2017 PJATK.4760 861 -1.43606612466228
cs-en newstest2017 uedin-nmt.4955 898 0.882685016211658
cs-en newstest2017 online-A.0 942 -1.28135638164492
cs-en newstest2017 online-A.0 984 0.395701850594613
cs-en newstest2017 PJATK.4760 991 -0.0653709157182505
cs-en newstest2017 uedin-nmt.4955 1033 0.396705375972689
cs-en newstest2017 PJATK.4760 1097 0.195330316336876
cs-en newstest2017 PJATK.4760 1160 -1.29995960340835
cs-en newstest2017 online-A.0 1213 -0.954350218949894
cs-en newstest2017 online-A.0 1276 0.670071382339261
cs-en newstest2017 online-B.0 1286 0.27424915154256
cs-en newstest2017 online-B.0 1305 0.889766735546855
cs-en newstest2017 uedin-nmt.4955 1345 0.148024020947122
cs-en newstest2017 PJATK.4760 1354 0.579419592115992
cs-en newstest2017 uedin-nmt.4955 1369 -0.498618333911259
cs-en newstest2017 PJATK.4760 1419 -1.2109577918363
cs-en newstest2017 PJATK.4760 1582 -1.45385478339135
cs-en newstest2017 online-B.0 1587 -0.92004085894418
cs-en newstest2017 PJATK.4760 1706 -0.17889917647465
cs-en newstest2017 online-B.0 1713 0.653615658396556
cs-en newstest2017 online-B.0 1724 0.31069232912189
cs-en newstest2017 online-A.0 1746 -0.140179197086306
cs-en newstest2017 online-B.0 1974 -0.731566126443146
cs-en newstest2017 uedin-nmt.4955 2007 0.923848575806386
cs-en newstest2017 online-B.0 2030 0.384749473325229
cs-en newstest2017 online-B.0 2075 -0.110910574775278
cs-en newstest2017 uedin-nmt.4955 2156 -0.344426956621455
cs-en newstest2017 online-B.0 2220 0.423361500900436
cs-en newstest2017 online-B.0 2308 0.0100396815936627
cs-en newstest2017 uedin-nmt.4955 2317 0.167357678786149
cs-en newstest2017 uedin-nmt.4955 2318 0.437770536378125
cs-en newstest2017 PJATK.4760 2448 -0.623842947103742
cs-en newstest2017 online-B.0 2463 -0.387452271865656
cs-en newstest2017 PJATK.4760 2463 -0.306543815917441
cs-en newstest2017 uedin-nmt.4955 2502 0.434629716226606
cs-en newstest2017 uedin-nmt.4955 2520 0.627934287561829
cs-en newstest2017 online-A.0 2680 -0.0640023986915957
cs-en newstest2017 online-A.0 2697 0.311205457742125
cs-en newstest2017 uedin-nmt.4955 2705 0.32318049596983
cs-en newstest2017 uedin-nmt.4955 2742 0.514218073596389
cs-en newstest2017 PJATK.4760 2754 0.570906390995143
cs-en newstest2017 PJATK.4760+online-B.0 2800 0.593769995152758
cs-en newstest2017 online-A.0 2862 -0.383262733676772
cs-en newstest2017 PJATK.4760 2920 0.05126060746417
cs-en newstest2017 PJATK.4760+online-A.0 2928 1.05828379335911
cs-en newstest2017 online-A.0 2946 0.081321326072725
cs-en newstest2017 online-A.0 2972 0.220728103362846
cs-en newstest2017 PJATK.4760 37 -0.17996892694956
cs-en newstest2017 uedin-nmt.4955 107 -0.701312160866856
cs-en newstest2017 PJATK.4760 128 -1.04952486889938
cs-en newstest2017 uedin-nmt.4955 167 0.363739820246301
cs-en newstest2017 online-B.0 168 -0.427835266479925
cs-en newstest2017 online-B.0 207 0.564372123774246
cs-en newstest2017 uedin-nmt.4955 213 -0.0163104322005427
cs-en newstest2017 online-B.0 219 -0.199689159985565
cs-en newstest2017 online-A.0+online-B.0 293 -0.192264026008462
cs-en newstest2017 PJATK.4760 304 0.130773692200835
cs-en newstest2017 uedin-nmt.4955 323 0.218235817584916
cs-en newstest2017 PJATK.4760 365 -0.323632327680274
cs-en newstest2017 online-A.0 381 -1.00541429407507
cs-en newstest2017 online-B.0 405 0.823491736774143
cs-en newstest2017 PJATK.4760 444 0.111190477768199
cs-en newstest2017 PJATK.4760 576 -0.388432121962782
cs-en newstest2017 PJATK.4760 582 -0.126433317588767
cs-en newstest2017 uedin-nmt.4955+PJATK.4760+online-A.0 734 -0.634877893503044
cs-en newstest2017 online-A.0 741 0.529810981139475
cs-en newstest2017 online-B.0 761 0.000493715893288578
cs-en newstest2017 online-B.0 825 0.752621044492573
cs-en newstest2017 PJATK.4760 855 0.509927337147012
cs-en newstest2017 online-B.0 1024 0.681439221898764
cs-en newstest2017 online-B.0 1035 0.0915908568330086
cs-en newstest2017 online-B.0 1050 0.199241548145869
cs-en newstest2017 uedin-nmt.4955 1107 0.500570086423222
cs-en newstest2017 PJATK.4760 1256 -0.572066967748246
cs-en newstest2017 PJATK.4760 1273 -0.427215649301674
cs-en newstest2017 online-A.0 1287 0.669278522038481
cs-en newstest2017 online-A.0 1306 0.151337991750392
cs-en newstest2017 uedin-nmt.4955 1318 0.165924049098022
cs-en newstest2017 PJATK.4760 1502 -0.741579876809359
cs-en newstest2017 online-B.0 1502 -0.404764559921133
cs-en newstest2017 online-B.0 1504 0.11810604816257
cs-en newstest2017 online-A.0 1587 -0.872385705860884
cs-en newstest2017 PJATK.4760 1605 -0.924490087999423
cs-en newstest2017 online-B.0 1651 -0.885535372124758
cs-en newstest2017 online-A.0 1692 -0.580985640994605
cs-en newstest2017 online-B.0 1760 -0.764087656980757
cs-en newstest2017 PJATK.4760 1773 -0.482191941031884
cs-en newstest2017 online-A.0 1817 0.662976452008112
cs-en newstest2017 PJATK.4760 1936 -0.756262900489475
cs-en newstest2017 uedin-nmt.4955 1972 0.238407042129696
cs-en newstest2017 PJATK.4760 2014 0.467689992584371
cs-en newstest2017 online-B.0 2079 0.887049657472029
cs-en newstest2017 PJATK.4760 2117 0.79450418044625
cs-en newstest2017 online-B.0 2136 0.0673348223755276
cs-en newstest2017 PJATK.4760 2209 -0.847482595018843
cs-en newstest2017 PJATK.4760 2238 0.27037211955266
cs-en newstest2017 online-B.0 2299 -0.0526198132614725
cs-en newstest2017 online-B.0 2354 -0.0168749972310842
cs-en newstest2017 PJATK.4760 2444 -0.589211094589499
cs-en newstest2017 PJATK.4760 2475 -1.14259979415935
cs-en newstest2017 online-B.0 2476 -0.942499024842641
cs-en newstest2017 PJATK.4760 2488 -0.540287303880781
cs-en newstest2017 uedin-nmt.4955 2564 0.266037749497923
cs-en newstest2017 uedin-nmt.4955 2607 0.552725598383019
cs-en newstest2017 uedin-nmt.4955 2623 0.2611433173746
cs-en newstest2017 PJATK.4760 2634 -0.264709169241413
cs-en newstest2017 PJATK.4760 2690 -0.824113950249705
cs-en newstest2017 PJATK.4760 2702 0.640787041881103
cs-en newstest2017 online-A.0 2734 -0.0548319939089695
cs-en newstest2017 uedin-nmt.4955 2758 -0.0069145991433219
cs-en newstest2017 uedin-nmt.4955 2761 0.805778030019882
cs-en newstest2017 online-B.0 2776 0.366229439422994
cs-en newstest2017 online-A.0 2780 0.893425983101145
cs-en newstest2017 online-B.0 2809 0.739368140558513
cs-en newstest2017 uedin-nmt.4955 2879 0.597939453839492
cs-en newstest2017 uedin-nmt.4955 2882 -0.105023275638511
cs-en newstest2017 online-B.0 2982 0.452355920948446
cs-en newstest2017 online-B.0 3 -0.0935264133322749
cs-en newstest2017 uedin-nmt.4955 41 -0.0753927579080148
cs-en newstest2017 online-A.0 94 -1.24294527857864
cs-en newstest2017 online-A.0 126 0.698682649745713
cs-en newstest2017 online-B.0 162 0.666903560211979
cs-en newstest2017 online-A.0 192 -0.458113421161281
cs-en newstest2017 online-A.0 252 -0.453337098372916
cs-en newstest2017 online-A.0 338 0.288941462718201
cs-en newstest2017 online-B.0 430 -0.978198912777933
cs-en newstest2017 PJATK.4760 445 0.251991566236799
cs-en newstest2017 online-A.0 507 0.200672365326584
cs-en newstest2017 uedin-nmt.4955+PJATK.4760+online-A.0+online-B.0 588 0.768673182699061
cs-en newstest2017 PJATK.4760 597 -0.801301743522702
cs-en newstest2017 online-A.0 650 0.448316015825873
cs-en newstest2017 PJATK.4760 655 -0.415272364707356
cs-en newstest2017 online-B.0 690 -0.495927742220556
cs-en newstest2017 online-A.0 701 -0.406592760068954
cs-en newstest2017 PJATK.4760 744 -0.0545760802150365
cs-en newstest2017 online-A.0 757 0.597821879142793
cs-en newstest2017 online-B.0 762 0.0151266952696519
cs-en newstest2017 online-A.0 789 0.231083373875247
cs-en newstest2017 online-A.0 866 0.821223153854545
cs-en newstest2017 PJATK.4760 919 -0.955049706236759
cs-en newstest2017 online-A.0 943 -1.54786417177557
cs-en newstest2017 PJATK.4760 989 -0.147184200143458
cs-en newstest2017 online-A.0 1049 -0.181291248684495
cs-en newstest2017 PJATK.4760 1056 0.135200591008545
cs-en newstest2017 online-B.0 1102 0.563005176739881
cs-en newstest2017 uedin-nmt.4955 1140 1.19256401097368
cs-en newstest2017 online-A.0 1154 -0.467827865484019
